claim_id,gold_label,model_only_verdict,infact_attacked_verdict,lead_idx,lead,why_missing,search_query,doc_rank,doc_url,doc_distance,is_gold,is_fake,doc_snippet
0,Refuted,Supported,refuted,2,Steve Jobs sent a letter to Sean Connery asking him to participate in the commercial.,not retrieved,Steve Jobs letter to Sean Connery asking to appear in commercial,0,https://www.dailymail.co.uk/news/article-2006317/Sean-Connery-letter-Steve-Jobs-rejecting-offer-appear-Apple-ad-revealed-fake.html,14.042943000793457,False,False,"'I am f****** James Bond': Sean Connery letter to Steve Jobs rejecting offer to appear in Apple ad revealed to be fake
Thousands of James Bond fans were today taken in by a spoof letter from Sean Conney to Apple boss Steve Jobs in which the film star launches a rant at the computer chief.
The faked "
0,Refuted,Supported,refuted,2,Steve Jobs sent a letter to Sean Connery asking him to participate in the commercial.,not retrieved,Steve Jobs letter to Sean Connery asking to appear in commercial,1,https://www.businessinsider.com/james-bond-sean-connery-steve-jobs-apple-letter-2011-6,14.291328430175781,False,False,"This is a letter Sean Connery wrote didn't write in response to Steve Jobs after being asked to appear in an Apple ad.
Honestly, we're not sure it's legit. The ""007"" at the bottom-right corner and the ""I am fucking JAMES BOND"" seem a bit rich.
But it's still hilarious. And it's refreshing to see som"
0,Refuted,Supported,refuted,2,Steve Jobs sent a letter to Sean Connery asking him to participate in the commercial.,not retrieved,Steve Jobs letter to Sean Connery asking to appear in commercial,2,https://www.cnet.com/culture/fake-sean-connery-letter-to-steve-jobs-goes-viral/,14.988142013549805,False,False,"Faux 007 launching expletives at Apple icon fools British social-media guru and becomes meme material.
First, the bad news. Sean Connery never actually sent a typewritten letter to Steve Jobs in 1998 refusing to be in an Apple ad.
But the awesome news is that quite a few people believe Connery owns "
0,Refuted,Supported,refuted,2,Steve Jobs sent a letter to Sean Connery asking him to participate in the commercial.,not retrieved,Steve Jobs letter to Sean Connery asking to appear in commercial,3,https://www.mi6-hq.com/news/index.php?itemid=9532,15.925877571105957,False,False,"Fake Sean Connery / Steve Jobs letter becomes top Twitter trending topic
A 'letter' from Sean Connery to Steve Jobs was a top trending topic on Twitter today thanks to an unwitting tweet from a marketing executive who thought it was genuine.
The phony letter, in which 'Connery' uses some salty langu"
0,Refuted,Supported,refuted,2,Steve Jobs sent a letter to Sean Connery asking him to participate in the commercial.,not retrieved,Steve Jobs letter to Sean Connery asking to appear in commercial,4,https://www.snopes.com/fact-check/false-sean-connery-letter-to-apple/,16.163909912109375,False,False,"An image of a purported 1998 letter from actor Sean Connery (famous for his portrayal of agent James Bond) to Apple CEO Steve Jobs, caustically rebuffing an offer to become a pitchman for Apple Computers, hit the Internet in June 2011.
Despite the letter's seeming verisimilitude, it was merely a bit"
0,Refuted,Supported,refuted,3,Sean Connery responded with a written letter to Steve Jobs declining the offer.,only fake evidence,Sean Connery letter to Steve Jobs declining commercial,0,https://www.dailymail.co.uk/news/article-2006317/Sean-Connery-letter-Steve-Jobs-rejecting-offer-appear-Apple-ad-revealed-fake.html,15.770483016967773,False,False,"'I am f****** James Bond': Sean Connery letter to Steve Jobs rejecting offer to appear in Apple ad revealed to be fake
Thousands of James Bond fans were today taken in by a spoof letter from Sean Conney to Apple boss Steve Jobs in which the film star launches a rant at the computer chief.
The faked "
0,Refuted,Supported,refuted,3,Sean Connery responded with a written letter to Steve Jobs declining the offer.,only fake evidence,Sean Connery letter to Steve Jobs declining commercial,1,https://www.cnet.com/culture/fake-sean-connery-letter-to-steve-jobs-goes-viral/,16.38860511779785,False,False,"Faux 007 launching expletives at Apple icon fools British social-media guru and becomes meme material.
First, the bad news. Sean Connery never actually sent a typewritten letter to Steve Jobs in 1998 refusing to be in an Apple ad.
But the awesome news is that quite a few people believe Connery owns "
0,Refuted,Supported,refuted,3,Sean Connery responded with a written letter to Steve Jobs declining the offer.,only fake evidence,Sean Connery letter to Steve Jobs declining commercial,2,https://www.mi6-hq.com/news/index.php?itemid=9532,16.661306381225586,False,False,"Fake Sean Connery / Steve Jobs letter becomes top Twitter trending topic
A 'letter' from Sean Connery to Steve Jobs was a top trending topic on Twitter today thanks to an unwitting tweet from a marketing executive who thought it was genuine.
The phony letter, in which 'Connery' uses some salty langu"
0,Refuted,Supported,refuted,3,Sean Connery responded with a written letter to Steve Jobs declining the offer.,only fake evidence,Sean Connery letter to Steve Jobs declining commercial,3,https://www.businessinsider.com/james-bond-sean-connery-steve-jobs-apple-letter-2011-6,16.76197052001953,False,False,"This is a letter Sean Connery wrote didn't write in response to Steve Jobs after being asked to appear in an Apple ad.
Honestly, we're not sure it's legit. The ""007"" at the bottom-right corner and the ""I am fucking JAMES BOND"" seem a bit rich.
But it's still hilarious. And it's refreshing to see som"
0,Refuted,Supported,refuted,3,Sean Connery responded with a written letter to Steve Jobs declining the offer.,only fake evidence,Sean Connery letter to Steve Jobs declining commercial,4,https://www.snopes.com/fact-check/false-sean-connery-letter-to-apple/,17.52608871459961,False,False,"An image of a purported 1998 letter from actor Sean Connery (famous for his portrayal of agent James Bond) to Apple CEO Steve Jobs, caustically rebuffing an offer to become a pitchman for Apple Computers, hit the Internet in June 2011.
Despite the letter's seeming verisimilitude, it was merely a bit"
0,Refuted,Supported,refuted,4,"In his reply, Sean Connery explained that he does not appear in commercials.",not retrieved,"Sean Connery ""does not appear in commercials"" letter Steve Jobs",0,https://www.dailymail.co.uk/news/article-2006317/Sean-Connery-letter-Steve-Jobs-rejecting-offer-appear-Apple-ad-revealed-fake.html,13.761345863342285,False,False,"'I am f****** James Bond': Sean Connery letter to Steve Jobs rejecting offer to appear in Apple ad revealed to be fake
Thousands of James Bond fans were today taken in by a spoof letter from Sean Conney to Apple boss Steve Jobs in which the film star launches a rant at the computer chief.
The faked "
0,Refuted,Supported,refuted,4,"In his reply, Sean Connery explained that he does not appear in commercials.",not retrieved,"Sean Connery ""does not appear in commercials"" letter Steve Jobs",1,https://www.businessinsider.com/james-bond-sean-connery-steve-jobs-apple-letter-2011-6,13.873085021972656,False,False,"This is a letter Sean Connery wrote didn't write in response to Steve Jobs after being asked to appear in an Apple ad.
Honestly, we're not sure it's legit. The ""007"" at the bottom-right corner and the ""I am fucking JAMES BOND"" seem a bit rich.
But it's still hilarious. And it's refreshing to see som"
0,Refuted,Supported,refuted,4,"In his reply, Sean Connery explained that he does not appear in commercials.",not retrieved,"Sean Connery ""does not appear in commercials"" letter Steve Jobs",2,https://www.cnet.com/culture/fake-sean-connery-letter-to-steve-jobs-goes-viral/,14.528486251831055,False,False,"Faux 007 launching expletives at Apple icon fools British social-media guru and becomes meme material.
First, the bad news. Sean Connery never actually sent a typewritten letter to Steve Jobs in 1998 refusing to be in an Apple ad.
But the awesome news is that quite a few people believe Connery owns "
0,Refuted,Supported,refuted,4,"In his reply, Sean Connery explained that he does not appear in commercials.",not retrieved,"Sean Connery ""does not appear in commercials"" letter Steve Jobs",3,https://www.snopes.com/fact-check/false-sean-connery-letter-to-apple/,15.222794532775879,False,False,"An image of a purported 1998 letter from actor Sean Connery (famous for his portrayal of agent James Bond) to Apple CEO Steve Jobs, caustically rebuffing an offer to become a pitchman for Apple Computers, hit the Internet in June 2011.
Despite the letter's seeming verisimilitude, it was merely a bit"
0,Refuted,Supported,refuted,4,"In his reply, Sean Connery explained that he does not appear in commercials.",not retrieved,"Sean Connery ""does not appear in commercials"" letter Steve Jobs",4,https://www.mi6-hq.com/news/index.php?itemid=9532,15.834858894348145,False,False,"Fake Sean Connery / Steve Jobs letter becomes top Twitter trending topic
A 'letter' from Sean Connery to Steve Jobs was a top trending topic on Twitter today thanks to an unwitting tweet from a marketing executive who thought it was genuine.
The phony letter, in which 'Connery' uses some salty langu"
0,Refuted,Supported,refuted,5,The correspondence is recounted in Walter Isaacson's 2011 biography 'Steve Jobs'.,not retrieved,Walter Isaacson Steve Jobs biography Sean Connery Think Different,0,https://blog.aventure-apple.com/2019/03/02/sean-connery-a-t-il-envoye-balader-steve-jobs/,17.545047760009766,False,False,"C’est un courrier qui est devenu viral en 2011. Une simple lettre adressée par Sean Connery à Steve Jobs le 11 décembre 1998, dans laquelle l’acteur ayant incarné l’agent secret James Bond de 1962 à 1971, priait Steve Jobs de ne plus insister pour le voir apparaître dans une publicité de la marque ("
0,Refuted,Supported,refuted,5,The correspondence is recounted in Walter Isaacson's 2011 biography 'Steve Jobs'.,not retrieved,Walter Isaacson Steve Jobs biography Sean Connery Think Different,1,https://www.snopes.com/fact-check/false-sean-connery-letter-to-apple/,18.693538665771484,False,False,"An image of a purported 1998 letter from actor Sean Connery (famous for his portrayal of agent James Bond) to Apple CEO Steve Jobs, caustically rebuffing an offer to become a pitchman for Apple Computers, hit the Internet in June 2011.
Despite the letter's seeming verisimilitude, it was merely a bit"
0,Refuted,Supported,refuted,5,The correspondence is recounted in Walter Isaacson's 2011 biography 'Steve Jobs'.,not retrieved,Walter Isaacson Steve Jobs biography Sean Connery Think Different,2,https://www.telegraph.co.uk/culture/film/jamesbond/8589096/Fake-Sean-Connery-letter-to-Steve-Jobs-becomes-Twitter-sensation.html,18.933666229248047,False,False,"One would think that the only thing 007 Sean Connery has in common with Apple co-founder Steve Jobs is a penchant for cool gadgets but this morning’s tweets proved otherwise.
The letter was created as a part of an article on the iMac by Scoopertino, a website specialising in “unreal Apple news”.
In "
0,Refuted,Supported,refuted,5,The correspondence is recounted in Walter Isaacson's 2011 biography 'Steve Jobs'.,not retrieved,Walter Isaacson Steve Jobs biography Sean Connery Think Different,3,https://www.dailymail.co.uk/news/article-2006317/Sean-Connery-letter-Steve-Jobs-rejecting-offer-appear-Apple-ad-revealed-fake.html,18.989179611206055,False,False,"'I am f****** James Bond': Sean Connery letter to Steve Jobs rejecting offer to appear in Apple ad revealed to be fake
Thousands of James Bond fans were today taken in by a spoof letter from Sean Conney to Apple boss Steve Jobs in which the film star launches a rant at the computer chief.
The faked "
0,Refuted,Supported,refuted,5,The correspondence is recounted in Walter Isaacson's 2011 biography 'Steve Jobs'.,not retrieved,Walter Isaacson Steve Jobs biography Sean Connery Think Different,4,https://www.cnet.com/culture/fake-sean-connery-letter-to-steve-jobs-goes-viral/,19.002187728881836,False,False,"Faux 007 launching expletives at Apple icon fools British social-media guru and becomes meme material.
First, the bad news. Sean Connery never actually sent a typewritten letter to Steve Jobs in 1998 refusing to be in an Apple ad.
But the awesome news is that quite a few people believe Connery owns "
0,Refuted,Supported,refuted,6,The physical letter from Sean Connery to Steve Jobs was sold at auction in 2017.,not retrieved,Sean Connery letter to Steve Jobs auction 2017,0,https://www.dailymail.co.uk/news/article-2006317/Sean-Connery-letter-Steve-Jobs-rejecting-offer-appear-Apple-ad-revealed-fake.html,16.028770446777344,False,False,"'I am f****** James Bond': Sean Connery letter to Steve Jobs rejecting offer to appear in Apple ad revealed to be fake
Thousands of James Bond fans were today taken in by a spoof letter from Sean Conney to Apple boss Steve Jobs in which the film star launches a rant at the computer chief.
The faked "
0,Refuted,Supported,refuted,6,The physical letter from Sean Connery to Steve Jobs was sold at auction in 2017.,not retrieved,Sean Connery letter to Steve Jobs auction 2017,1,https://www.cnet.com/culture/fake-sean-connery-letter-to-steve-jobs-goes-viral/,16.79404067993164,False,False,"Faux 007 launching expletives at Apple icon fools British social-media guru and becomes meme material.
First, the bad news. Sean Connery never actually sent a typewritten letter to Steve Jobs in 1998 refusing to be in an Apple ad.
But the awesome news is that quite a few people believe Connery owns "
0,Refuted,Supported,refuted,6,The physical letter from Sean Connery to Steve Jobs was sold at auction in 2017.,not retrieved,Sean Connery letter to Steve Jobs auction 2017,2,https://www.mi6-hq.com/news/index.php?itemid=9532,16.92888641357422,False,False,"Fake Sean Connery / Steve Jobs letter becomes top Twitter trending topic
A 'letter' from Sean Connery to Steve Jobs was a top trending topic on Twitter today thanks to an unwitting tweet from a marketing executive who thought it was genuine.
The phony letter, in which 'Connery' uses some salty langu"
0,Refuted,Supported,refuted,6,The physical letter from Sean Connery to Steve Jobs was sold at auction in 2017.,not retrieved,Sean Connery letter to Steve Jobs auction 2017,3,https://www.businessinsider.com/james-bond-sean-connery-steve-jobs-apple-letter-2011-6,17.063993453979492,False,False,"This is a letter Sean Connery wrote didn't write in response to Steve Jobs after being asked to appear in an Apple ad.
Honestly, we're not sure it's legit. The ""007"" at the bottom-right corner and the ""I am fucking JAMES BOND"" seem a bit rich.
But it's still hilarious. And it's refreshing to see som"
0,Refuted,Supported,refuted,6,The physical letter from Sean Connery to Steve Jobs was sold at auction in 2017.,not retrieved,Sean Connery letter to Steve Jobs auction 2017,4,https://www.telegraph.co.uk/culture/film/jamesbond/8589096/Fake-Sean-Connery-letter-to-Steve-Jobs-becomes-Twitter-sensation.html,17.881622314453125,False,False,"One would think that the only thing 007 Sean Connery has in common with Apple co-founder Steve Jobs is a penchant for cool gadgets but this morning’s tweets proved otherwise.
The letter was created as a part of an article on the iMac by Scoopertino, a website specialising in “unreal Apple news”.
In "
3,Refuted,Refuted,refuted,0,UNESCO's 1950 'Statement on Race' and subsequent declarations reject the concept of distinct biological races and emphasize the unity of humankind.,not retrieved,UNESCO 1950 Statement on Race rejects concept of biological races,0,http://www.honestthinking.org/en/unesco/UNESCO.1950.Statement_on_Race.htm,16.10647201538086,False,False,"This UNESCO statement is of considerable historic interest, and is made available in searchable/indexable format by HonestThinking.
As documented by UNESCO itself, this declaration from 1950 was heavily critisized by researchers who was concerned that ""freedom of scientific enquiry is imperilled whe"
3,Refuted,Refuted,refuted,0,UNESCO's 1950 'Statement on Race' and subsequent declarations reject the concept of distinct biological races and emphasize the unity of humankind.,not retrieved,UNESCO 1950 Statement on Race rejects concept of biological races,1,https://bioanth.org/about/position-statements/aapa-statement-race-and-racism-2019/,18.834531784057617,False,False,"The following AABA Statement on Race & Racism was written by the AABA subcommittee tasked with revising the previous ""AAPA statement on the Biological Aspects of Race"" that was published in the American Journal of Physical Anthropology, vol. 101, pp 569-570, 1996.
The Committee on Diversity (COD) su"
3,Refuted,Refuted,refuted,0,UNESCO's 1950 'Statement on Race' and subsequent declarations reject the concept of distinct biological races and emphasize the unity of humankind.,not retrieved,UNESCO 1950 Statement on Race rejects concept of biological races,2,https://www.scientificamerican.com/article/race-is-a-social-construct-scientists-argue/,18.939971923828125,False,False,"More than 100 years ago, American sociologist W.E.B. Du Bois was concerned that race was being used as a biological explanation for what he understood to be social and cultural differences between different populations of people.
He spoke out against the idea of ""white"" and ""black"" as discrete group"
3,Refuted,Refuted,refuted,0,UNESCO's 1950 'Statement on Race' and subsequent declarations reject the concept of distinct biological races and emphasize the unity of humankind.,not retrieved,UNESCO 1950 Statement on Race rejects concept of biological races,3,https://pubmed.ncbi.nlm.nih.gov/11642102/,19.594017028808594,False,False,"In the last decades, the concept of human races was considered scientifically unfounded as it was not confirmed by genetic evidence.
None of the racial classifications, which strongly differ in the number of races and their composition, reflects actual genetic similarity and genealogy of human popul"
3,Refuted,Refuted,refuted,0,UNESCO's 1950 'Statement on Race' and subsequent declarations reject the concept of distinct biological races and emphasize the unity of humankind.,not retrieved,UNESCO 1950 Statement on Race rejects concept of biological races,4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3737365/,19.720474243164062,False,False,"Races may exist in humans in a cultural sense, but biological concepts of race are needed to access their reality in a non-species-specific manner and to see if cultural categories correspond to biological categories within humans.
Modern biological concepts of race can be implemented objectively wi"
3,Refuted,Refuted,refuted,1,The claim that UNESCO declared the Nadar community as the most ancient race has been debunked by Indian fact-checking websites.,not retrieved,Indian fact-check UNESCO Nadar community most ancient race debunked,0,https://www.familytreedna.com/groups/nadar/about/background,16.878887176513672,True,False,"Nadar (also referred as Nadan, Shanar) is a caste of Tamil Nadu & Kerala, South India. The Nadars are an entrepreneurial south Indian caste] and constitute 12% of Tamil Nadu's population.
The Nadar community was not a singular caste, but an assortment of sub-castes and classes of different origins, "
3,Refuted,Refuted,refuted,1,The claim that UNESCO declared the Nadar community as the most ancient race has been debunked by Indian fact-checking websites.,not retrieved,Indian fact-check UNESCO Nadar community most ancient race debunked,1,https://www.familytreedna.com/groups/nadar/about/background,16.879735946655273,True,False,"Nadar (also referred as Nadan, Shanar) is a caste of Tamil Nadu & Kerala, South India. The Nadars are an entrepreneurial south Indian caste] and constitute 12% of Tamil Nadu's population.
The Nadar community was not a singular caste, but an assortment of sub-castes and classes of different origins, "
3,Refuted,Refuted,refuted,1,The claim that UNESCO declared the Nadar community as the most ancient race has been debunked by Indian fact-checking websites.,not retrieved,Indian fact-check UNESCO Nadar community most ancient race debunked,2,https://nadarworld.wordpress.com/tag/nadar-caste/,17.212648391723633,False,False,"Nadar (also referred as Nadan, Shanar) is a caste of Tamil Nadu and Kerala in South India, and also of Sri Lanka.
Nadars are predominant in the southern districts of Tuticorin, Kaniyakumari, Tirunelveli and Virudhunagar.
The Nadar community was not a single caste, but developed from an assortment of"
3,Refuted,Refuted,refuted,1,The claim that UNESCO declared the Nadar community as the most ancient race has been debunked by Indian fact-checking websites.,not retrieved,Indian fact-check UNESCO Nadar community most ancient race debunked,3,https://en.wikipedia.org/wiki/Talk%3ANadar_(caste)%2FArchive_1,17.69032096862793,False,False,"The present day people of that tribe (The worldwide royal tribe) are said to have gold coins which let people know that they were always a royal since 2000years ago
The details/information given in Nadar_caste is without any references and is found fallacious as per the Link[1].
This is the offical "
3,Refuted,Refuted,refuted,1,The claim that UNESCO declared the Nadar community as the most ancient race has been debunked by Indian fact-checking websites.,not retrieved,Indian fact-check UNESCO Nadar community most ancient race debunked,4,https://dbpedia.org/page/Nadar_(caste),17.899091720581055,False,False,"- Nadar (also referred to as Nadan, Shanar and Shanan) is a Tamil caste of India. Nadars are predominant in the districts of Kanyakumari, Thoothukudi, Tirunelveli and Virudhunagar.
The Nadar community was not a single caste, but developed from an assortment of related subcastes, which in course of t"
3,Refuted,Refuted,refuted,2,The Nadar community is a Tamil community from southern India.,not retrieved,Nadar community Tamil southern India,0,https://www.familytreedna.com/groups/nadar/about/background,12.92431926727295,True,False,"Nadar (also referred as Nadan, Shanar) is a caste of Tamil Nadu & Kerala, South India. The Nadars are an entrepreneurial south Indian caste] and constitute 12% of Tamil Nadu's population.
The Nadar community was not a singular caste, but an assortment of sub-castes and classes of different origins, "
3,Refuted,Refuted,refuted,2,The Nadar community is a Tamil community from southern India.,not retrieved,Nadar community Tamil southern India,1,https://www.familytreedna.com/groups/nadar/about/background,12.924674034118652,True,False,"Nadar (also referred as Nadan, Shanar) is a caste of Tamil Nadu & Kerala, South India. The Nadars are an entrepreneurial south Indian caste] and constitute 12% of Tamil Nadu's population.
The Nadar community was not a singular caste, but an assortment of sub-castes and classes of different origins, "
3,Refuted,Refuted,refuted,2,The Nadar community is a Tamil community from southern India.,not retrieved,Nadar community Tamil southern India,2,https://www.familytreedna.com/groups/nadar,13.09194278717041,False,False,"Nadar (also referred as Nadan, Shanar) is a caste of Tamil Nadu & Kerala, South India. The Nadars are an entrepreneurial south Indian caste] and constitute 12% of Tamil Nadu's population.
The Nadar community was not a singular caste, but an assortment of sub-castes and classes of different origins, "
3,Refuted,Refuted,refuted,2,The Nadar community is a Tamil community from southern India.,not retrieved,Nadar community Tamil southern India,3,https://nadarworld.wordpress.com/tag/nadar-caste/,13.593160629272461,False,False,"Nadar (also referred as Nadan, Shanar) is a caste of Tamil Nadu and Kerala in South India, and also of Sri Lanka.
Nadars are predominant in the southern districts of Tuticorin, Kaniyakumari, Tirunelveli and Virudhunagar.
The Nadar community was not a single caste, but developed from an assortment of"
3,Refuted,Refuted,refuted,2,The Nadar community is a Tamil community from southern India.,not retrieved,Nadar community Tamil southern India,4,https://en-academic.com/dic.nsf/enwiki/484798,13.830083847045898,False,False,"Nadar Community K. Kamaraj, W. P. A. Soundarapandian Nadar, A. R. Murugadoss, Harris Jayaraj, C. Sylendra Babu, H. S. S. Lawrence, Ma.
Po. Si.. Total population 7,967,520(app)[1] Regions with significant populations Tirunelveli, Thoothukudi, Tiruchendur, Virudhunagar, Madurai, Thanjavur, Chennai, Ka"
4,Refuted,Conflicting Evidence/Cherrypicking,supported,0,Chemed Corporation and its subsidiary VITAS agreed to pay $75 million in 2017 to settle a False Claims Act lawsuit alleging hospice fraud.,not retrieved,Chemed VITAS $75 million settlement 2017 False Claims Act,0,https://www.justice.gov/opa/pr/chemed-corp-and-vitas-hospice-services-agree-pay-75-million-resolve-false-claims-act,14.695623397827148,False,False,"Chemed Corporation and various wholly-owned subsidiaries, including Vitas Hospice Services LLC and Vitas Healthcare Corporation, have agreed to pay $75 million to resolve a government lawsuit alleging that defendants violated the False Claims Act (FCA) by submitting false claims for hospice services"
4,Refuted,Conflicting Evidence/Cherrypicking,supported,0,Chemed Corporation and its subsidiary VITAS agreed to pay $75 million in 2017 to settle a False Claims Act lawsuit alleging hospice fraud.,not retrieved,Chemed VITAS $75 million settlement 2017 False Claims Act,1,https://frohsinbarger.com/frohsin-barger-the-largest-false-claims-act-hospice-settlement-in-history/,14.891685485839844,False,False,"On October 30, 2017, the Department of Justice announced that Chemed Corporation and its subsidiaries Vitas Hospice Services LLC and Vitas Healthcare Corporation have agreed to pay $75 million to resolve allegations that defendants violated the False Claims Act (FCA) by submitting false claims for h"
4,Refuted,Conflicting Evidence/Cherrypicking,supported,0,Chemed Corporation and its subsidiary VITAS agreed to pay $75 million in 2017 to settle a False Claims Act lawsuit alleging hospice fraud.,not retrieved,Chemed VITAS $75 million settlement 2017 False Claims Act,2,https://oig.hhs.gov/fraud/enforcement/chemed-corp-and-vitas-hospice-services-agree-to-pay-75-million-to-resolve-false-claims-act-allegations-relating-to-billing-for-ineligible-patients-and-inflated-levels-of-care/,15.077240943908691,False,False,"Chemed Corp. and Vitas Hospice Services Agree to Pay $75 Million to Resolve False Claims Act Allegations Relating to Billing for Ineligible Patients and Inflated Levels of Care
Chemed Corporation and various wholly-owned subsidiaries, including Vitas Hospice Services LLC and Vitas Healthcare Corpora"
4,Refuted,Conflicting Evidence/Cherrypicking,supported,0,Chemed Corporation and its subsidiary VITAS agreed to pay $75 million in 2017 to settle a False Claims Act lawsuit alleging hospice fraud.,not retrieved,Chemed VITAS $75 million settlement 2017 False Claims Act,3,https://www.lawmbg.com/cases/mbg-represents-whistleblower-in-largest-false-claims-act-hospice-settlement-in-history/,16.12036895751953,False,False,"MBG Represents Whistleblower in Largest False Claims Act Hospice Settlement in History
On October 30, 2017, the Department of Justice announced that Chemed Corporation and its wholly-owned subsidiaries Vitas Hospice Services LLC and Vitas Healthcare Corporation (“Vitas”) agreed to pay $75 million to"
