claim_id,claim,gold_label,predicted_verdict,parse_ok,evidence_idx,evidence_statement,search_query,doc_rank,doc_url,doc_distance,is_gold,doc_snippet
"0","In a letter to Steve Jobs, Sean Connery refused to appear in an apple commercial.","Refuted","Not Enough Evidence","True","2","Apple Inc. has conducted various high-profile advertising campaigns, such as 'Think Different' and the 'I'm a Mac' series, often featuring celebrities.","Apple advertising campaigns celebrities","0","https://www.adweek.com/creativity/34-apple-commercials-starring-celebrities-139792/","17.11864471435547","False","#SMW is right around the corner. Join us April 9-11 in NYC to get up to speed on all the latest strategies, technologies and trends you need to be following.
In our review of Apple's new iPhone spots with Zooey Deschanel and Samuel L. Jackson, we said the company doesn't often use celebrities.
Techn"
"0","In a letter to Steve Jobs, Sean Connery refused to appear in an apple commercial.","Refuted","Not Enough Evidence","True","2","Apple Inc. has conducted various high-profile advertising campaigns, such as 'Think Different' and the 'I'm a Mac' series, often featuring celebrities.","Apple advertising campaigns celebrities","1","https://www.wsifranchise.com/blog/apples-celebrity-driven-marketing","17.922019958496094","False","The last couple of months have been quite eventful for Apple. With the release of the Apple Watch 2, iPhone SE, fourth-gen Apple TV, and Apple’s recent efforts to promote the Apple Music membership, the company has stepped up its marketing game – with some very influential celebrity endorsements.
In"
"0","In a letter to Steve Jobs, Sean Connery refused to appear in an apple commercial.","Refuted","Not Enough Evidence","True","2","Apple Inc. has conducted various high-profile advertising campaigns, such as 'Think Different' and the 'I'm a Mac' series, often featuring celebrities.","Apple advertising campaigns celebrities","2","https://archive.nytimes.com/www.nytimes.com/library/tech/98/08/biztech/articles/03apple-advertising.html","18.034730911254883","False","The People Behind Apple's 'Think Different' Campaign
computer marketer wants to become the apple of your eye by advertising itself as the Apple of your icon.
For almost a year, Apple Computer Inc. has been displaying images of some of the world's most-admired achievers in fields from government and "
"0","In a letter to Steve Jobs, Sean Connery refused to appear in an apple commercial.","Refuted","Not Enough Evidence","True","2","Apple Inc. has conducted various high-profile advertising campaigns, such as 'Think Different' and the 'I'm a Mac' series, often featuring celebrities.","Apple advertising campaigns celebrities","3","https://baerpm.com/2012/05/18/apple-surprises-fans-with-celebrity-endorsements/","18.436220169067383","False","In the most recent Apple iPhone advertising campaign promoting and humanizing the phone’s Siri feature, the company decided to recruit the quirky actress/indie songstress Zooey Deschanel and high profiled celebrity, Samuel L. Jackson to showcase Siri’s capabilities.
The ads are short, sweet and hone"
"0","In a letter to Steve Jobs, Sean Connery refused to appear in an apple commercial.","Refuted","Not Enough Evidence","True","2","Apple Inc. has conducted various high-profile advertising campaigns, such as 'Think Different' and the 'I'm a Mac' series, often featuring celebrities.","Apple advertising campaigns celebrities","4","https://www.usatoday.com/story/entertainment/celebrities/2020/07/02/celebrity-commercials-taylor-swift-snoop-dogg-ja-rule-mariah-carey/3277778001/","18.788331985473633","False","The funniest celeb commercials, from Ja Rule's low-budget ad to Taylor Swift for Apple Music
Celebrities can persuade us to buy almost anything – from laundry detergent and insurance to food and the latest tech.
We've seen Drake hilariously working out to Taylor Swift's ""Bad Blood"" in his 2016 Apple"
"0","In a letter to Steve Jobs, Sean Connery refused to appear in an apple commercial.","Refuted","Not Enough Evidence","True","3","Sean Connery is not listed among known celebrity participants in major Apple commercials, such as those from the 'Think Different' campaign or other notable ads.","Sean Connery Apple commercial appearance","0","https://www.snopes.com/fact-check/false-sean-connery-letter-to-apple/","16.276569366455078","False","An image of a purported 1998 letter from actor Sean Connery (famous for his portrayal of agent James Bond) to Apple CEO Steve Jobs, caustically rebuffing an offer to become a pitchman for Apple Computers, hit the Internet in June 2011.
Despite the letter's seeming verisimilitude, it was merely a bit"
"0","In a letter to Steve Jobs, Sean Connery refused to appear in an apple commercial.","Refuted","Not Enough Evidence","True","3","Sean Connery is not listed among known celebrity participants in major Apple commercials, such as those from the 'Think Different' campaign or other notable ads.","Sean Connery Apple commercial appearance","1","https://www.philmug.ph/community/threads/sean-connerys-letter-to-steve-jobs.73237/","17.541662216186523","False","Discussion in 'AppleTalk' started by dominiquejames, Jun 24, 2011.
I read that the other day. Pretty funny. I wonder how old Sean, oops, I mean Bond, James Bond, feels about it today.
Yes, it's real. Complete with the 007 logo on the letterhead and ""all the news that's fit to fabricate"" in the top l"
"0","In a letter to Steve Jobs, Sean Connery refused to appear in an apple commercial.","Refuted","Not Enough Evidence","True","3","Sean Connery is not listed among known celebrity participants in major Apple commercials, such as those from the 'Think Different' campaign or other notable ads.","Sean Connery Apple commercial appearance","2","https://www.mediastorehouse.co.uk/memory-lane-prints/mirror/0000to0099-00029/sean-connery-eating-apple-set-film-highlander-21300411.html","17.719715118408203","False","Home > Memory Lane Prints > Mirror > 0000to0099 > 00029
Sean Connery eating an apple on set of film Highlander in costume Circa May 1985
Choose from the following product ranges for this image
Sean Connery eating an apple on set of film Highlander in costume Circa May 1985
Sean Connery eating an app"
"0","In a letter to Steve Jobs, Sean Connery refused to appear in an apple commercial.","Refuted","Not Enough Evidence","True","3","Sean Connery is not listed among known celebrity participants in major Apple commercials, such as those from the 'Think Different' campaign or other notable ads.","Sean Connery Apple commercial appearance","3","https://www.mediastorehouse.com/memory-lane-prints/mirror/0000to0099-00029/sean-connery-eating-apple-set-film-highlander-21300411.html","17.720884323120117","False","Home > Memory Lane Prints > Mirror > 0000to0099 > 00029
Sean Connery eating an apple on set of film Highlander in costume Circa May 1985
Choose from the following product ranges for this image
Sean Connery eating an apple on set of film Highlander in costume Circa May 1985
Sean Connery eating an app"
"0","In a letter to Steve Jobs, Sean Connery refused to appear in an apple commercial.","Refuted","Not Enough Evidence","True","3","Sean Connery is not listed among known celebrity participants in major Apple commercials, such as those from the 'Think Different' campaign or other notable ads.","Sean Connery Apple commercial appearance","4","https://www.dailymail.co.uk/news/article-2006317/Sean-Connery-letter-Steve-Jobs-rejecting-offer-appear-Apple-ad-revealed-fake.html","17.775941848754883","False","'I am f****** James Bond': Sean Connery letter to Steve Jobs rejecting offer to appear in Apple ad revealed to be fake
Thousands of James Bond fans were today taken in by a spoof letter from Sean Conney to Apple boss Steve Jobs in which the film star launches a rant at the computer chief.
The faked "
"0","In a letter to Steve Jobs, Sean Connery refused to appear in an apple commercial.","Refuted","Not Enough Evidence","True","4","There is no widely recognized public record, such as news articles or biographies, detailing Sean Connery sending a letter to Steve Jobs to decline an Apple commercial offer.","Sean Connery letter to Steve Jobs refusal Apple commercial","0","https://www.dailymail.co.uk/news/article-2006317/Sean-Connery-letter-Steve-Jobs-rejecting-offer-appear-Apple-ad-revealed-fake.html","12.7818603515625","False","'I am f****** James Bond': Sean Connery letter to Steve Jobs rejecting offer to appear in Apple ad revealed to be fake
Thousands of James Bond fans were today taken in by a spoof letter from Sean Conney to Apple boss Steve Jobs in which the film star launches a rant at the computer chief.
The faked "
"0","In a letter to Steve Jobs, Sean Connery refused to appear in an apple commercial.","Refuted","Not Enough Evidence","True","4","There is no widely recognized public record, such as news articles or biographies, detailing Sean Connery sending a letter to Steve Jobs to decline an Apple commercial offer.","Sean Connery letter to Steve Jobs refusal Apple commercial","1","https://www.cnet.com/culture/fake-sean-connery-letter-to-steve-jobs-goes-viral/","14.717430114746094","False","Faux 007 launching expletives at Apple icon fools British social-media guru and becomes meme material.
First, the bad news. Sean Connery never actually sent a typewritten letter to Steve Jobs in 1998 refusing to be in an Apple ad.
But the awesome news is that quite a few people believe Connery owns "
"0","In a letter to Steve Jobs, Sean Connery refused to appear in an apple commercial.","Refuted","Not Enough Evidence","True","4","There is no widely recognized public record, such as news articles or biographies, detailing Sean Connery sending a letter to Steve Jobs to decline an Apple commercial offer.","Sean Connery letter to Steve Jobs refusal Apple commercial","2","https://www.businessinsider.com/james-bond-sean-connery-steve-jobs-apple-letter-2011-6","14.732617378234863","False","This is a letter Sean Connery wrote didn't write in response to Steve Jobs after being asked to appear in an Apple ad.
Honestly, we're not sure it's legit. The ""007"" at the bottom-right corner and the ""I am fucking JAMES BOND"" seem a bit rich.
But it's still hilarious. And it's refreshing to see som"
"0","In a letter to Steve Jobs, Sean Connery refused to appear in an apple commercial.","Refuted","Not Enough Evidence","True","4","There is no widely recognized public record, such as news articles or biographies, detailing Sean Connery sending a letter to Steve Jobs to decline an Apple commercial offer.","Sean Connery letter to Steve Jobs refusal Apple commercial","3","https://www.snopes.com/fact-check/false-sean-connery-letter-to-apple/","15.059202194213867","False","An image of a purported 1998 letter from actor Sean Connery (famous for his portrayal of agent James Bond) to Apple CEO Steve Jobs, caustically rebuffing an offer to become a pitchman for Apple Computers, hit the Internet in June 2011.
Despite the letter's seeming verisimilitude, it was merely a bit"
"0","In a letter to Steve Jobs, Sean Connery refused to appear in an apple commercial.","Refuted","Not Enough Evidence","True","4","There is no widely recognized public record, such as news articles or biographies, detailing Sean Connery sending a letter to Steve Jobs to decline an Apple commercial offer.","Sean Connery letter to Steve Jobs refusal Apple commercial","4","https://www.philmug.ph/community/threads/sean-connerys-letter-to-steve-jobs.73237/","15.798900604248047","False","Discussion in 'AppleTalk' started by dominiquejames, Jun 24, 2011.
I read that the other day. Pretty funny. I wonder how old Sean, oops, I mean Bond, James Bond, feels about it today.
Yes, it's real. Complete with the 007 logo on the letterhead and ""all the news that's fit to fabricate"" in the top l"
"1","Trump Administration claimed songwriter Billie Eilish Is Destroying Our Country In Leaked Documents","Refuted","Refuted","True","0","Billie Eilish is a famous American singer and songwriter.","Billie Eilish singer biography","0","https://genius.com/artists/Billie-eilish","15.970250129699707","False","Billie Eilish Pirate Baird O'Connell (born December 18, 2001), known professionally as Billie Eilish, is an American singer and songwriter born and raised in Los Angeles, California.
Working alongside her older brother Finneas, her co-writer and producer, she’s taken the internet by storm with her h"
"1","Trump Administration claimed songwriter Billie Eilish Is Destroying Our Country In Leaked Documents","Refuted","Refuted","True","0","Billie Eilish is a famous American singer and songwriter.","Billie Eilish singer biography","1","https://www.cheatsheet.com/entertainment/how-billie-eilish-officially-made-music-history.html/","15.978829383850098","False","With a wildly successful, chart-topping debut studio album and an upcoming world tour, Billie Eilish is on top of the world.
She has over 45 million monthly listeners on Spotify and collaborated with many other wildly successful artists, like Justin Bieber and Khalid.
At only 17 years old, Eilish is"
"1","Trump Administration claimed songwriter Billie Eilish Is Destroying Our Country In Leaked Documents","Refuted","Refuted","True","0","Billie Eilish is a famous American singer and songwriter.","Billie Eilish singer biography","2","https://madeinatlantis.com/2020/01/28/billie-eilish-career-milestones/","16.17864418029785","False","Billie Eilish Pirate Baird O’Connell, (born December 18, 2001) known professionally as Billie Eilish, is an American singer and songwriter born and raised in Los Angeles, CA.
With a unique position of working with her older brother Finneas, her co-writer and producer, she’s taken the internet by sto"
"1","Trump Administration claimed songwriter Billie Eilish Is Destroying Our Country In Leaked Documents","Refuted","Refuted","True","0","Billie Eilish is a famous American singer and songwriter.","Billie Eilish singer biography","3","https://www.vox.com/culture/2019/4/18/18412282/who-is-billie-eilish-explained-coachella-2019","16.489591598510742","False","In 2016, 14-year-old Billie Eilish, a Los Angeles-based dancer and musician, uploaded her first song, “Ocean Eyes,” to SoundCloud late one night.
She had only intended for one person to listen to it: her dance teacher. When she woke up the next day, the song had gone viral on the streaming platform."
"1","Trump Administration claimed songwriter Billie Eilish Is Destroying Our Country In Leaked Documents","Refuted","Refuted","True","0","Billie Eilish is a famous American singer and songwriter.","Billie Eilish singer biography","4","https://medium.com/@nickjwaghorn/4-inspiring-marketing-lessons-learned-from-billie-eilish-c11be9b16ba9","17.359657287597656","False","4 Inspiring Marketing Lessons Learned From Billie Eilish
With her distinctive baggy clothing and luminous green hair, it’s hard not to notice the magnetic presence of Billie Eilish.
Billie Eilish triumphed at the 2020 Grammy Awards, winning five awards including best new artist and song of the year."
"1","Trump Administration claimed songwriter Billie Eilish Is Destroying Our Country In Leaked Documents","Refuted","Refuted","True","1","The Trump Administration was the U.S. government from January 20, 2017, to January 20, 2021.","Trump Administration term dates","0","https://fenwayhealth.org/wp-content/uploads/Trump-Administration-Impact-on-LGBTs-Year-Two-Brief_Web.pdf","22.741191864013672","False","In 2018 the Trump Administration continued to advance discriminatory policies that under-
mine the ability of LGBT people to access health care and other services. It also restrict-
ed the right of transgender people to serve in the military, and the right of people living 
with HIV to serve in the "
"1","Trump Administration claimed songwriter Billie Eilish Is Destroying Our Country In Leaked Documents","Refuted","Refuted","True","1","The Trump Administration was the U.S. government from January 20, 2017, to January 20, 2021.","Trump Administration term dates","1","https://www.migrationpolicy.org/research/immigration-policy-changes-two-years-trump-administration","23.24845314025879","False","Immigration-Related Policy Changes in the First Two Years of the Trump Administration
Since entering office in January 2017, the Trump administration has pressed one of the most assertive agendas on immigration in modern times.
And though enforcement actions at the U.S.-Mexico border and in the inte"
"1","Trump Administration claimed songwriter Billie Eilish Is Destroying Our Country In Leaked Documents","Refuted","Refuted","True","1","The Trump Administration was the U.S. government from January 20, 2017, to January 20, 2021.","Trump Administration term dates","2","https://www.justice.gov/storage/120919-examination.pdf","23.338109970092773","False","This report was originally issued on December 9, 2019.  The report was updated on 
December 11 and December 20, 2019, with the following changes (page references are to 
On pages iv, xvi, 400, and 407, we changed the phrase “before and after” to “both 
during and after the time.”  In all instances, "
"1","Trump Administration claimed songwriter Billie Eilish Is Destroying Our Country In Leaked Documents","Refuted","Refuted","True","1","The Trump Administration was the U.S. government from January 20, 2017, to January 20, 2021.","Trump Administration term dates","3","https://www.guttmacher.org/article/2020/02/trump-administrations-domestic-gag-rule-has-slashed-title-x-networks-capacity-half","23.355876922607422","False","On April 14, 2021, the Biden-Harris administration released a notice of proposed rulemaking to overhaul restrictive Trump-era regulations, collectively known as the ""domestic gag rule,"" that have had a devastating impact on the Title X national family planning program.
Asserting that the Trump-era r"
"1","Trump Administration claimed songwriter Billie Eilish Is Destroying Our Country In Leaked Documents","Refuted","Refuted","True","1","The Trump Administration was the U.S. government from January 20, 2017, to January 20, 2021.","Trump Administration term dates","4","https://www.kff.org/racial-equity-and-health-policy/issue-brief/the-trump-administrations-final-rule-on-section-1557-non-discrimination-regulations-under-the-aca-and-current-status/","23.49471664428711","False","The Trump Administration’s Final Rule on Section 1557 Non-Discrimination Regulations Under the ACA and Current Status
|On June 19, 2020, the Trump Administration issued final regulations implementing Section 1557 of the Affordable Care Act.
Section 1557 prohibits discrimination based on race, color,"
"1","Trump Administration claimed songwriter Billie Eilish Is Destroying Our Country In Leaked Documents","Refuted","Refuted","True","2","There is no public record or widely reported information about leaked documents from the Trump Administration claiming that Billie Eilish is destroying the country.","leaked documents Trump Administration Billie Eilish destroying country","0","https://money.yahoo.com/leaked-trump-admin-document-describes-191559664.html","14.161991119384766","False","Leaked Trump Admin Document Describes Billie Eilish as 'Destroying Our Country and Everything We Care About'
A leading Trump administration official reportedly tainted a $250 million advertising contract originally intended to ""defeat despair and inspire hope"" amid the pandemic by, among other sadly"
"1","Trump Administration claimed songwriter Billie Eilish Is Destroying Our Country In Leaked Documents","Refuted","Refuted","True","2","There is no public record or widely reported information about leaked documents from the Trump Administration claiming that Billie Eilish is destroying the country.","leaked documents Trump Administration Billie Eilish destroying country","1","https://finance.yahoo.com/news/leaked-trump-admin-document-describes-191559664.html","14.163390159606934","False","Leaked Trump Admin Document Describes Billie Eilish as 'Destroying Our Country and Everything We Care About'
A leading Trump administration official reportedly tainted a $250 million advertising contract originally intended to ""defeat despair and inspire hope"" amid the pandemic by, among other sadly"
"1","Trump Administration claimed songwriter Billie Eilish Is Destroying Our Country In Leaked Documents","Refuted","Refuted","True","2","There is no public record or widely reported information about leaked documents from the Trump Administration claiming that Billie Eilish is destroying the country.","leaked documents Trump Administration Billie Eilish destroying country","2","https://www.nme.com/news/music/trump-admin-says-billie-eilish-is-destroying-our-country-and-everything-we-care-about-2803852","14.337733268737793","False","Editor’s Note: A previous version of this story stated that the Trump administration said in a leaked document that Billie Eilish was “destroying our country and everything we care about”.
The document had actually quoted Eilish’s own comments about Trump, made at the Democratic National Convention."
"1","Trump Administration claimed songwriter Billie Eilish Is Destroying Our Country In Leaked Documents","Refuted","Refuted","True","2","There is no public record or widely reported information about leaked documents from the Trump Administration claiming that Billie Eilish is destroying the country.","leaked documents Trump Administration Billie Eilish destroying country","3","https://www.justjared.com/2020/10/29/trump-administration-official-accused-billie-eilish-of-destroying-our-country/","14.36501693725586","False","Trump Administration Official Accused Billie Eilish of 'Destroying Our Country'
- A top official in Donald Trump‘s administration accused Billie Eilish of “destroying our country” – TMZ
- She’s back in the Saved by the Bell reboot – DListed
- The American Horror Story house is really haunted? – TooF"
"1","Trump Administration claimed songwriter Billie Eilish Is Destroying Our Country In Leaked Documents","Refuted","Refuted","True","2","There is no public record or widely reported information about leaked documents from the Trump Administration claiming that Billie Eilish is destroying the country.","leaked documents Trump Administration Billie Eilish destroying country","4","https://happymag.tv/leaked-trump-docs-billie-eilish-destroying-america/","15.34274673461914","False","The Trump administration has labelled the 18-year-old, green-haired superstar Billie Eilish a threat to the sanctity of America.
US President Donald Trump, admired by world dictators and extremist religious groups alike, is seemingly concerned by a less likely presence when it comes to the erosion o"
"1","Trump Administration claimed songwriter Billie Eilish Is Destroying Our Country In Leaked Documents","Refuted","Refuted","True","3","Billie Eilish has publicly criticized Donald Trump, particularly during the 2020 presidential election, but this did not involve government accusations in leaked documents.","Billie Eilish political views Donald Trump","0","https://www.newshub.co.nz/home/entertainment/2020/10/trump-administration-accuses-billie-eilish-of-destroying-our-country-in-bizarre-leaked-document.html","14.787637710571289","False","Billie Eilish has been accused of ""destroying"" America by officials from President Donald Trump's administration in a leaked document about a potential COVID-themed advertising campaign.
According to the Washington Post, documents pertaining to a pro-Trump public health campaign vetted various celeb"
"1","Trump Administration claimed songwriter Billie Eilish Is Destroying Our Country In Leaked Documents","Refuted","Refuted","True","3","Billie Eilish has publicly criticized Donald Trump, particularly during the 2020 presidential election, but this did not involve government accusations in leaked documents.","Billie Eilish political views Donald Trump","1","https://money.yahoo.com/leaked-trump-admin-document-describes-191559664.html","15.118171691894531","False","Leaked Trump Admin Document Describes Billie Eilish as 'Destroying Our Country and Everything We Care About'
A leading Trump administration official reportedly tainted a $250 million advertising contract originally intended to ""defeat despair and inspire hope"" amid the pandemic by, among other sadly"
"1","Trump Administration claimed songwriter Billie Eilish Is Destroying Our Country In Leaked Documents","Refuted","Refuted","True","3","Billie Eilish has publicly criticized Donald Trump, particularly during the 2020 presidential election, but this did not involve government accusations in leaked documents.","Billie Eilish political views Donald Trump","2","https://finance.yahoo.com/news/leaked-trump-admin-document-describes-191559664.html","15.11907958984375","False","Leaked Trump Admin Document Describes Billie Eilish as 'Destroying Our Country and Everything We Care About'
A leading Trump administration official reportedly tainted a $250 million advertising contract originally intended to ""defeat despair and inspire hope"" amid the pandemic by, among other sadly"
"1","Trump Administration claimed songwriter Billie Eilish Is Destroying Our Country In Leaked Documents","Refuted","Refuted","True","3","Billie Eilish has publicly criticized Donald Trump, particularly during the 2020 presidential election, but this did not involve government accusations in leaked documents.","Billie Eilish political views Donald Trump","3","https://uproxx.com/pop/trump-billie-eilish-destroying-america/","15.182500839233398","False","Update: The Washington Post‘s original story incorrectly attributed a Billie Eilish quote to Trump’s campaign.
Eilish was the one who originally said Trump was “destroying our country and everything we care about.”
The headline of this article has been modified to correct this error.
Trump apparentl"
"1","Trump Administration claimed songwriter Billie Eilish Is Destroying Our Country In Leaked Documents","Refuted","Refuted","True","3","Billie Eilish has publicly criticized Donald Trump, particularly during the 2020 presidential election, but this did not involve government accusations in leaked documents.","Billie Eilish political views Donald Trump","4","https://news.sky.com/story/us-election-2020-billie-eilish-urges-young-people-to-vote-like-our-lives-and-the-world-depend-on-it-12052918","15.430468559265137","False","US election 2020: Billie Eilish urges young people to 'vote like our lives and the world depend on it'
""You don't need me to tell you things are a mess - Trump is destroying our country and everything we care about,"" the singer said.
Billie Eilish has hit out at Donald Trump for ""destroying"" the US "
"2","Due to Imran Khan's criticism of Macron's comments on Islam, French authorities cancelled the visas of 183 Pakistani citizens and deported 118 from the country.","Refuted","Conflicting Evidence/Cherrypicking","True","0","In October 2020, French President Emmanuel Macron made strong comments about Islam and secularism following the murder of teacher Samuel Paty.","Macron comments on Islam October 2020","0","https://www.telegraph.co.uk/politics/2020/10/29/vilification-macron-muslim-countries-disturbing/","18.404346466064453","False","For France, October 2020 will now be remembered as a devastating month of Islamist terrorism. Vicious attacks of religiously-motivated barbarism on the integrity of the French secular republic.
Following the decapitation of schoolteacher Samuel Paty in the north-western suburbs of Paris after showin"
"2","Due to Imran Khan's criticism of Macron's comments on Islam, French authorities cancelled the visas of 183 Pakistani citizens and deported 118 from the country.","Refuted","Conflicting Evidence/Cherrypicking","True","0","In October 2020, French President Emmanuel Macron made strong comments about Islam and secularism following the murder of teacher Samuel Paty.","Macron comments on Islam October 2020","1","https://www.indiatoday.in/world/story/backlash-over-french-president-emmanuel-macron-comment-on-islam-explained-boycottfrenchproducts-1735400-2020-10-27","18.501609802246094","False","Backlash over French President Emmanuel Macron's comment on Islam explained
French President Emmanuel Macron has been facing severe backlash over his ""Islam is a religion that is in crisis all over the world"" comment.
From #boycottfrenchproducts trending on social media to world leaders' scathing at"
"2","Due to Imran Khan's criticism of Macron's comments on Islam, French authorities cancelled the visas of 183 Pakistani citizens and deported 118 from the country.","Refuted","Conflicting Evidence/Cherrypicking","True","0","In October 2020, French President Emmanuel Macron made strong comments about Islam and secularism following the murder of teacher Samuel Paty.","Macron comments on Islam October 2020","2","https://www.nzherald.co.nz/world/french-president-emmanuel-macron-faces-backlash-over-islamophobia-comments/IXD5LQKVGONLMXT2ANFHFPL2UQ/","18.88536262512207","False","French President Emmanuel Macron's response to his country's recent terror attacks has led to a huge backlash from Muslim leaders around the world and prompted boycotts and violent protests.
Last week, an 18-year-old Islamic extremist beheaded a high school teacher over his disrespectful portrayal o"
